"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20161231","S08000031",,"New Outpatient","A2",,5563,,5715,,5044,,316,,7,,144,,204,
"20171231","S08000031",,"New Outpatient","A2",,5320,,5691,,4896,,303,,20,,219,,253,
"20181231","S08000031",,"New Outpatient","A2",,5294,,5066,,4469,,179,,4,,207,,207,
"20191231","S08000031",,"New Outpatient","A2",,5643,,5580,,4906,,262,,5,,201,,206,
"20201231","S08000031",,"New Outpatient","A2",,3527,,3421,,2818,,160,,3,,193,,247,
"20211231","S08000031",,"New Outpatient","A2",,3974,,3872,,3276,,165,,14,,215,,202,
"20221231","S08000031",,"New Outpatient","A2",,4446,,4138,,3557,,192,,6,,184,,199,
"20130630","S08000031",,"New Outpatient","C4",,58,,51,,36,,6,,0,,5,,4,
"20140630","S08000031",,"New Outpatient","C4",,27,,27,,25,,1,,0,,1,,0,
"20150630","S08000031",,"New Outpatient","C4",,10,,8,,7,,0,,0,,1,,0,
"20160630","S08000031",,"New Outpatient","C4",,35,,29,,25,,2,,0,,2,,0,
"20170630","S08000031",,"New Outpatient","C4",,16,,18,,16,,0,,0,,2,,0,
"20180630","S08000031",,"New Outpatient","C4",,33,,24,,21,,1,,0,,0,,2,
"20190630","S08000031",,"New Outpatient","C4",,26,,32,,24,,0,,0,,8,,0,
"20210630","S08000031",,"New Outpatient","C4",,15,,7,,6,,0,,0,,0,,1,
"20220630","S08000031",,"New Outpatient","C4",,8,,10,,7,,1,,1,,0,,1,
"20130930","S08000031",,"New Outpatient","C4",,27,,32,,25,,2,,0,,1,,4,
"20140930","S08000031",,"New Outpatient","C4",,24,,21,,19,,0,,0,,1,,1,
"20150930","S08000031",,"New Outpatient","C4",,28,,24,,20,,0,,0,,4,,0,
"20160930","S08000031",,"New Outpatient","C4",,36,,29,,24,,0,,2,,0,,3,
"20170930","S08000031",,"New Outpatient","C4",,25,,22,,18,,0,,1,,3,,0,
"20180930","S08000031",,"New Outpatient","C4",,42,,45,,40,,0,,0,,3,,2,
"20190930","S08000031",,"New Outpatient","C4",,35,,24,,17,,0,,0,,5,,2,
"20200930","S08000031",,"New Outpatient","C4",,15,,14,,11,,0,,0,,1,,2,
"20210930","S08000031",,"New Outpatient","C4",,23,,26,,24,,0,,0,,1,,1,
"20220930","S08000031",,"New Outpatient","C4",,17,,7,,5,,0,,0,,0,,2,
"20130331","S08000031",,"New Outpatient","C4",,29,,29,,22,,0,,0,,5,,2,
"20140331","S08000031",,"New Outpatient","C4",,33,,36,,28,,2,,0,,5,,1,
"20150331","S08000031",,"New Outpatient","C4",,23,,23,,20,,1,,0,,1,,1,
"20160331","S08000031",,"New Outpatient","C4",,24,,27,,22,,0,,0,,4,,1,
"20170331","S08000031",,"New Outpatient","C4",,25,,37,,31,,0,,0,,3,,3,
"20180331","S08000031",,"New Outpatient","C4",,20,,19,,16,,0,,0,,1,,2,
"20190331","S08000031",,"New Outpatient","C4",,27,,31,,23,,0,,0,,6,,2,
"20200331","S08000031",,"New Outpatient","C4",,32,,37,,29,,0,,0,,1,,7,
"20210331","S08000031",,"New Outpatient","C4",,12,,12,,10,,0,,0,,0,,2,
"20220331","S08000031",,"New Outpatient","C4",,22,,24,,21,,0,,0,,2,,1,
"20121231","S08000031",,"New Outpatient","C4",,32,,38,,30,,2,,0,,5,,1,
"20131231","S08000031",,"New Outpatient","C4",,29,,33,,29,,0,,0,,1,,3,
"20141231","S08000031",,"New Outpatient","C4",,24,,30,,23,,0,,1,,1,,5,
"20151231","S08000031",,"New Outpatient","C4",,23,,23,,20,,0,,0,,3,,0,
"20161231","S08000031",,"New Outpatient","C4",,43,,44,,35,,2,,0,,5,,2,
"20171231","S08000031",,"New Outpatient","C4",,29,,33,,32,,0,,0,,1,,0,
"20181231","S08000031",,"New Outpatient","C4",,45,,38,,28,,2,,2,,3,,3,
"20191231","S08000031",,"New Outpatient","C4",,37,,46,,33,,1,,0,,5,,7,
"20201231","S08000031",,"New Outpatient","C4",,7,,9,,7,,0,,0,,1,,1,
"20211231","S08000031",,"New Outpatient","C4",,17,,17,,16,,0,,0,,0,,1,
"20221231","S08000031",,"New Outpatient","C4",,15,,17,,16,,0,,0,,0,,1,
"20130630","S08000031",,"New Outpatient","J3",,153,,113,,103,,6,,0,,1,,3,
"20140630","S08000031",,"New Outpatient","J3",,162,,175,,152,,14,,0,,1,,8,
"20150630","S08000031",,"New Outpatient","J3",,106,,145,,117,,16,,0,,3,,9,
"20160630","S08000031",,"New Outpatient","J3",,126,,146,,126,,9,,0,,8,,3,
"20170630","S08000031",,"New Outpatient","J3",,151,,142,,118,,16,,0,,2,,6,
"20180630","S08000031",,"New Outpatient","J3",,151,,167,,150,,13,,0,,4,,0,
"20190630","S08000031",,"New Outpatient","J3",,115,,169,,147,,11,,0,,1,,10,
"20200630","S08000031",,"New Outpatient","J3",,37,,3,,3,,0,,0,,0,,0,
"20210630","S08000031",,"New Outpatient","J3",,97,,87,,82,,3,,0,,2,,0,
"20220630","S08000031",,"New Outpatient","J3",,136,,130,,124,,4,,0,,1,,1,
"20130930","S08000031",,"New Outpatient","J3",,161,,136,,119,,12,,0,,3,,2,
"20140930","S08000031",,"New Outpatient","J3",,144,,180,,141,,15,,0,,6,,18,
"20150930","S08000031",,"New Outpatient","J3",,106,,100,,84,,7,,0,,1,,8,
"20160930","S08000031",,"New Outpatient","J3",,119,,132,,112,,16,,0,,4,,0,
"20170930","S08000031",,"New Outpatient","J3",,150,,147,,127,,14,,0,,3,,3,
"20180930","S08000031",,"New Outpatient","J3",,153,,151,,134,,11,,0,,5,,1,
"20190930","S08000031",,"New Outpatient","J3",,118,,136,,124,,6,,0,,6,,0,
"20200930","S08000031",,"New Outpatient","J3",,68,,109,,90,,8,,0,,9,,2,
"20210930","S08000031",,"New Outpatient","J3",,105,,118,,116,,0,,0,,2,,0,
"20220930","S08000031",,"New Outpatient","J3",,128,,127,,118,,8,,0,,1,,0,
"20130331","S08000031",,"New Outpatient","J3",,74,,30,,22,,1,,2,,3,,2,
"20140331","S08000031",,"New Outpatient","J3",,182,,151,,127,,10,,0,,4,,10,
"20150331","S08000031",,"New Outpatient","J3",,141,,139,,114,,16,,0,,5,,4,
"20160331","S08000031",,"New Outpatient","J3",,132,,104,,89,,12,,0,,1,,2,
"20170331","S08000031",,"New Outpatient","J3",,146,,167,,153,,8,,0,,5,,1,
"20180331","S08000031",,"New Outpatient","J3",,161,,153,,125,,24,,0,,4,,0,
"20190331","S08000031",,"New Outpatient","J3",,189,,162,,144,,12,,0,,1,,5,
"20200331","S08000031",,"New Outpatient","J3",,133,,130,,123,,3,,0,,3,,1,
"20210331","S08000031",,"New Outpatient","J3",,77,,83,,82,,1,,0,,0,,0,
"20220331","S08000031",,"New Outpatient","J3",,138,,130,,124,,2,,0,,2,,2,
"20121231","S08000031",,"New Outpatient","J3",,27,,34,,30,,4,,0,,0,,0,
"20131231","S08000031",,"New Outpatient","J3",,157,,178,,145,,14,,0,,11,,8,
"20141231","S08000031",,"New Outpatient","J3",,139,,143,,117,,15,,1,,4,,6,
"20151231","S08000031",,"New Outpatient","J3",,115,,100,,75,,10,,1,,4,,10,
"20161231","S08000031",,"New Outpatient","J3",,156,,110,,99,,4,,0,,3,,4,
"20171231","S08000031",,"New Outpatient","J3",,144,,124,,108,,10,,0,,4,,2,
"20181231","S08000031",,"New Outpatient","J3",,145,,161,,141,,15,,0,,4,,1,
"20191231","S08000031",,"New Outpatient","J3",,118,,122,,117,,4,,0,,1,,0,
"20201231","S08000031",,"New Outpatient","J3",,98,,103,,93,,7,,0,,3,,0,
"20211231","S08000031",,"New Outpatient","J3",,136,,108,,105,,0,,0,,2,,1,
"20221231","S08000031",,"New Outpatient","J3",,159,,138,,128,,5,,1,,4,,0,
"20180630","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190630","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200630","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210630","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220630","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170930","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180930","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200930","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210930","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220930","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180331","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190331","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210331","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220331","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20171231","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20181231","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20191231","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20211231","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20221231","S08000031",,"New Outpatient","C91",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000031",,"New Outpatient","A3",,2,,1,,0,,0,,1,,0,,0,
"20140630","S08000031",,"New Outpatient","A3",,1,,1,,0,,0,,0,,1,,0,
"20150630","S08000031",,"New Outpatient","A3",,1,,1,,0,,0,,0,,0,,1,
"20160630","S08000031",,"New Outpatient","A3",,1,,1,,0,,0,,0,,0,,1,
"20170630","S08000031",,"New Outpatient","A3",,2,,2,,0,,0,,0,,0,,2,
"20190630","S08000031",,"New Outpatient","A3",,3,,3,,0,,0,,0,,0,,3,
"20200630","S08000031",,"New Outpatient","A3",,0,,3,,0,,0,,1,,0,,2,
"20220630","S08000031",,"New Outpatient","A3",,1,,3,,0,,0,,0,,0,,3,
"20150930","S08000031",,"New Outpatient","A3",,1,,0,,0,,0,,0,,0,,0,
"20180930","S08000031",,"New Outpatient","A3",,1,,1,,0,,0,,0,,0,,1,
"20130331","S08000031",,"New Outpatient","A3",,2,,2,,1,,0,,0,,0,,1,
"20140331","S08000031",,"New Outpatient","A3",,0,,1,,0,,0,,1,,0,,0,
"20160331","S08000031",,"New Outpatient","A3",,1,,1,,0,,0,,0,,0,,1,
"20170331","S08000031",,"New Outpatient","A3",,1,,1,,1,,0,,0,,0,,0,
"20180331","S08000031",,"New Outpatient","A3",,0,,1,,0,,0,,0,,0,,1,
"20200331","S08000031",,"New Outpatient","A3",,3,,0,,0,,0,,0,,0,,0,
"20220331","S08000031",,"New Outpatient","A3",,2,,1,,0,,0,,0,,0,,1,
"20131231","S08000031",,"New Outpatient","A3",,2,,2,,0,,0,,2,,0,,0,
"20151231","S08000031",,"New Outpatient","A3",,0,,1,,0,,1,,0,,0,,0,
"20171231","S08000031",,"New Outpatient","A3",,2,,1,,0,,0,,0,,0,,1,
"20181231","S08000031",,"New Outpatient","A3",,1,,1,,0,,0,,0,,0,,1,
"20211231","S08000031",,"New Outpatient","A3",,2,,1,,0,,0,,0,,0,,1,
"20140630","S08000031",,"New Outpatient","AV",,1,,0,,0,,0,,0,,0,,0,
"20150630","S08000031",,"New Outpatient","AV",,1869,,1682,,1407,,120,,0,,121,,34,
"20160630","S08000031",,"New Outpatient","AV",,2011,,1585,,1225,,61,,0,,263,,36,
"20170630","S08000031",,"New Outpatient","AV",,26,,375,,277,,22,,1,,67,,8,
"20140930","S08000031",,"New Outpatient","AV",,140,,1,,1,,0,,0,,0,,0,
"20150930","S08000031",,"New Outpatient","AV",,1232,,1827,,1504,,61,,1,,235,,26,
"20160930","S08000031",,"New Outpatient","AV",,1530,,2094,,1751,,80,,0,,243,,20,
"20150331","S08000031",,"New Outpatient","AV",,1769,,830,,614,,65,,0,,138,,13,
"20160331","S08000031",,"New Outpatient","AV",,1631,,1377,,993,,76,,0,,283,,25,
"20170331","S08000031",,"New Outpatient","AV",,582,,1174,,896,,61,,0,,201,,16,
"20141231","S08000031",,"New Outpatient","AV",,540,,300,,95,,7,,0,,109,,89,
"20151231","S08000031",,"New Outpatient","AV",,1367,,1266,,880,,96,,0,,259,,31,
"20161231","S08000031",,"New Outpatient","AV",,1217,,1404,,1115,,77,,0,,190,,22,
"20130630","S08000031",,"New Outpatient","H2",,1259,,1132,,1026,,12,,8,,25,,61,
"20140630","S08000031",,"New Outpatient","H2",,1357,,1318,,1216,,7,,3,,35,,57,
"20150630","S08000031",,"New Outpatient","H2",,1333,,1344,,1240,,18,,10,,40,,36,
"20160630","S08000031",,"New Outpatient","H2",,1434,,1401,,1284,,9,,7,,45,,56,
"20170630","S08000031",,"New Outpatient","H2",,1354,,1329,,1225,,13,,7,,24,,60,
"20180630","S08000031",,"New Outpatient","H2",,1569,,1509,,1393,,11,,1,,35,,69,
"20190630","S08000031",,"New Outpatient","H2",,1535,,1522,,1365,,13,,2,,83,,59,
"20200630","S08000031",,"New Outpatient","H2",,1023,,1100,,1009,,8,,0,,40,,43,
"20210630","S08000031",,"New Outpatient","H2",,1454,,1457,,1345,,8,,7,,42,,55,
"20220630","S08000031",,"New Outpatient","H2",,1694,,1632,,1509,,12,,6,,39,,66,
"20130930","S08000031",,"New Outpatient","H2",,1395,,1479,,1172,,12,,13,,29,,253,
"20140930","S08000031",,"New Outpatient","H2",,1413,,1447,,1341,,15,,8,,27,,56,
"20150930","S08000031",,"New Outpatient","H2",,1437,,1399,,1291,,11,,10,,44,,43,
"20160930","S08000031",,"New Outpatient","H2",,1415,,1436,,1327,,12,,7,,53,,37,
"20170930","S08000031",,"New Outpatient","H2",,1470,,1466,,1361,,13,,3,,33,,56,
"20180930","S08000031",,"New Outpatient","H2",,1628,,1591,,1424,,13,,4,,58,,92,
"20190930","S08000031",,"New Outpatient","H2",,1560,,1593,,1488,,12,,4,,34,,55,
"20200930","S08000031",,"New Outpatient","H2",,1254,,1194,,1076,,5,,3,,31,,79,
"20210930","S08000031",,"New Outpatient","H2",,1467,,1455,,1350,,8,,0,,29,,68,
"20220930","S08000031",,"New Outpatient","H2",,1693,,1716,,1629,,9,,1,,17,,60,
"20130331","S08000031",,"New Outpatient","H2",,1106,,1126,,1058,,5,,11,,24,,28,
"20140331","S08000031",,"New Outpatient","H2",,1360,,1404,,1272,,15,,6,,38,,73,
"20150331","S08000031",,"New Outpatient","H2",,1399,,1386,,1256,,16,,5,,46,,63,
"20160331","S08000031",,"New Outpatient","H2",,1441,,1430,,1337,,10,,5,,40,,38,
"20170331","S08000031",,"New Outpatient","H2",,1566,,1557,,1412,,15,,7,,58,,65,
"20180331","S08000031",,"New Outpatient","H2",,1402,,1381,,1275,,11,,3,,31,,61,
"20190331","S08000031",,"New Outpatient","H2",,1587,,1622,,1480,,6,,3,,43,,90,
"20200331","S08000031",,"New Outpatient","H2",,1526,,1535,,1400,,13,,2,,44,,76,
"20210331","S08000031",,"New Outpatient","H2",,1525,,1496,,1403,,5,,1,,38,,49,
"20220331","S08000031",,"New Outpatient","H2",,1622,,1615,,1504,,7,,4,,45,,55,
"20121231","S08000031",,"New Outpatient","H2",,1325,,1363,,1231,,22,,37,,25,,48,
"20131231","S08000031",,"New Outpatient","H2",,1413,,1364,,1215,,9,,5,,37,,98,
"20141231","S08000031",,"New Outpatient","H2",,1411,,1417,,1303,,16,,5,,37,,56,
"20151231","S08000031",,"New Outpatient","H2",,1448,,1482,,1364,,14,,17,,49,,38,
"20161231","S08000031",,"New Outpatient","H2",,1418,,1423,,1292,,15,,7,,58,,51,
"20171231","S08000031",,"New Outpatient","H2",,1473,,1522,,1412,,17,,2,,35,,56,
"20181231","S08000031",,"New Outpatient","H2",,1585,,1620,,1488,,10,,4,,35,,83,
"20191231","S08000031",,"New Outpatient","H2",,1569,,1584,,1441,,8,,4,,58,,73,
"20201231","S08000031",,"New Outpatient","H2",,1377,,1380,,1246,,10,,4,,48,,72,
"20211231","S08000031",,"New Outpatient","H2",,1624,,1565,,1463,,11,,2,,31,,58,
"20221231","S08000031",,"New Outpatient","H2",,1701,,1720,,1612,,5,,1,,23,,79,
"20130630","S08000031",,"New Outpatient","H1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S08000031",,"New Outpatient","H1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S08000031",,"New Outpatient","H1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000031",,"New Outpatient","D1",,165,,123,,97,,13,,4,,5,,4,
"20140630","S08000031",,"New Outpatient","D1",,154,,166,,132,,25,,0,,5,,4,
"20150630","S08000031",,"New Outpatient","D1",,148,,109,,81,,7,,12,,6,,3,
"20160630","S08000031",,"New Outpatient","D1",,153,,138,,82,,16,,15,,1,,24,
"20170630","S08000031",,"New Outpatient","D1",,119,,166,,76,,25,,38,,6,,21,
"20180630","S08000031",,"New Outpatient","D1",,136,,153,,67,,13,,66,,5,,2,
"20190630","S08000031",,"New Outpatient","D1",,43,,117,,36,,3,,77,,0,,1,
"20130930","S08000031",,"New Outpatient","D1",,167,,148,,99,,38,,2,,7,,2,
"20140930","S08000031",,"New Outpatient","D1",,171,,180,,133,,39,,3,,3,,2,
"20150930","S08000031",,"New Outpatient","D1",,123,,165,,73,,22,,60,,6,,4,
"20160930","S08000031",,"New Outpatient","D1",,133,,135,,66,,17,,46,,4,,2,
"20170930","S08000031",,"New Outpatient","D1",,104,,86,,59,,6,,15,,4,,2,
"20180930","S08000031",,"New Outpatient","D1",,113,,104,,70,,2,,7,,2,,23,
"20190930","S08000031",,"New Outpatient","D1",,0,,6,,4,,0,,2,,0,,0,
"20200930","S08000031",,"New Outpatient","D1",,1,,1,,0,,1,,0,,0,,0,
"20130331","S08000031",,"New Outpatient","D1",,134,,109,,81,,16,,2,,7,,3,
"20140331","S08000031",,"New Outpatient","D1",,164,,200,,146,,37,,8,,6,,3,
"20150331","S08000031",,"New Outpatient","D1",,126,,115,,82,,12,,2,,12,,7,
"20160331","S08000031",,"New Outpatient","D1",,128,,162,,76,,30,,35,,5,,16,
"20170331","S08000031",,"New Outpatient","D1",,133,,103,,65,,2,,34,,2,,0,
"20180331","S08000031",,"New Outpatient","D1",,124,,126,,53,,6,,25,,1,,41,
"20190331","S08000031",,"New Outpatient","D1",,108,,103,,71,,14,,13,,5,,0,
"20200331","S08000031",,"New Outpatient","D1",,2,,2,,0,,0,,0,,0,,2,
"20121231","S08000031",,"New Outpatient","D1",,55,,28,,26,,2,,0,,0,,0,
"20131231","S08000031",,"New Outpatient","D1",,183,,179,,122,,30,,11,,13,,3,
"20141231","S08000031",,"New Outpatient","D1",,151,,138,,102,,20,,2,,6,,8,
"20151231","S08000031",,"New Outpatient","D1",,157,,140,,83,,16,,6,,31,,4,
"20161231","S08000031",,"New Outpatient","D1",,122,,140,,72,,16,,17,,13,,22,
"20171231","S08000031",,"New Outpatient","D1",,146,,123,,71,,14,,30,,6,,2,
"20181231","S08000031",,"New Outpatient","D1",,126,,133,,56,,15,,51,,6,,5,
"20191231","S08000031",,"New Outpatient","D1",,3,,3,,0,,0,,0,,0,,3,
"20130630","S08000031",,"New Outpatient","A7",,11471,,9728,,8354,,793,,6,,415,,160,
"20140630","S08000031",,"New Outpatient","A7",,13309,,11899,,10183,,1107,,9,,409,,191,
"20150630","S08000031",,"New Outpatient","A7",,12716,,11584,,9815,,1007,,5,,534,,223,
"20160630","S08000031",,"New Outpatient","A7",,13624,,11631,,9803,,1067,,1,,481,,279,
"20170630","S08000031",,"New Outpatient","A7",,11960,,10651,,9171,,802,,2,,452,,224,
"20180630","S08000031",,"New Outpatient","A7",,12816,,11780,,10096,,886,,23,,600,,175,
"20190630","S08000031",,"New Outpatient","A7",,12058,,11561,,10274,,744,,0,,402,,141,
"20200630","S08000031",,"New Outpatient","A7",,4362,,2858,,2489,,102,,4,,101,,162,
"20210630","S08000031",,"New Outpatient","A7",,10630,,7872,,6383,,443,,7,,497,,542,
"20220630","S08000031",,"New Outpatient","A7",,10907,,9225,,7636,,543,,2,,555,,489,
"20130930","S08000031",,"New Outpatient","A7",,12311,,11803,,10037,,1088,,10,,450,,218,
"20140930","S08000031",,"New Outpatient","A7",,12588,,11761,,9861,,1138,,4,,496,,262,
"20150930","S08000031",,"New Outpatient","A7",,12805,,12595,,10590,,1182,,3,,592,,228,
"20160930","S08000031",,"New Outpatient","A7",,12591,,13287,,11071,,1253,,3,,673,,287,
"20170930","S08000031",,"New Outpatient","A7",,12091,,11892,,10028,,1051,,4,,532,,277,
"20180930","S08000031",,"New Outpatient","A7",,12069,,11756,,10057,,817,,7,,647,,228,
"20190930","S08000031",,"New Outpatient","A7",,12752,,11893,,10494,,770,,4,,441,,184,
"20200930","S08000031",,"New Outpatient","A7",,7990,,5902,,4832,,357,,3,,390,,320,
"20210930","S08000031",,"New Outpatient","A7",,10443,,9300,,7487,,565,,10,,749,,489,
"20220930","S08000031",,"New Outpatient","A7",,11495,,10332,,8365,,582,,3,,859,,523,
"20130331","S08000031",,"New Outpatient","A7",,10464,,10434,,8958,,912,,5,,381,,178,
"20140331","S08000031",,"New Outpatient","A7",,11681,,11445,,9819,,1038,,6,,394,,188,
"20150331","S08000031",,"New Outpatient","A7",,11227,,11114,,9414,,985,,11,,497,,207,
"20160331","S08000031",,"New Outpatient","A7",,11901,,11997,,10159,,1028,,4,,580,,226,
"20170331","S08000031",,"New Outpatient","A7",,11446,,11838,,10262,,822,,2,,546,,206,
"20180331","S08000031",,"New Outpatient","A7",,11062,,11271,,9700,,876,,0,,556,,139,
"20190331","S08000031",,"New Outpatient","A7",,11320,,12604,,11044,,797,,3,,544,,216,
"20200331","S08000031",,"New Outpatient","A7",,9977,,10509,,9256,,645,,12,,435,,161,
"20210331","S08000031",,"New Outpatient","A7",,8562,,8033,,6675,,472,,3,,442,,441,
"20220331","S08000031",,"New Outpatient","A7",,9816,,10251,,8577,,638,,7,,556,,473,
"20121231","S08000031",,"New Outpatient","A7",,10625,,11097,,9374,,1219,,9,,286,,209,
"20131231","S08000031",,"New Outpatient","A7",,11440,,12737,,10928,,1159,,6,,470,,174,
"20141231","S08000031",,"New Outpatient","A7",,11457,,12274,,10311,,1150,,8,,552,,253,
"20151231","S08000031",,"New Outpatient","A7",,12127,,13133,,11113,,1241,,3,,553,,223,
"20161231","S08000031",,"New Outpatient","A7",,11146,,12502,,10672,,1085,,0,,521,,224,
"20171231","S08000031",,"New Outpatient","A7",,10969,,12252,,10561,,958,,3,,544,,186,
"20181231","S08000031",,"New Outpatient","A7",,10782,,12419,,10810,,816,,2,,576,,215,
"20191231","S08000031",,"New Outpatient","A7",,11009,,12288,,10681,,843,,0,,538,,226,
"20201231","S08000031",,"New Outpatient","A7",,7922,,7044,,5689,,500,,6,,388,,461,
"20211231","S08000031",,"New Outpatient","A7",,9242,,10282,,8094,,755,,7,,973,,453,
"20221231","S08000031",,"New Outpatient","A7",,9505,,9899,,7892,,609,,20,,928,,450,
"20130630","S08000031",,"New Outpatient","A82",,837,,742,,553,,96,,6,,52,,35,
"20140630","S08000031",,"New Outpatient","A82",,780,,816,,619,,120,,1,,32,,44,
"20150630","S08000031",,"New Outpatient","A82",,770,,798,,606,,113,,1,,30,,48,
"20160630","S08000031",,"New Outpatient","A82",,783,,795,,569,,125,,26,,17,,58,
"20170630","S08000031",,"New Outpatient","A82",,702,,702,,537,,72,,1,,25,,67,
"20180630","S08000031",,"New Outpatient","A82",,742,,701,,534,,88,,1,,8,,70,
"20190630","S08000031",,"New Outpatient","A82",,704,,801,,583,,92,,1,,44,,81,
"20200630","S08000031",,"New Outpatient","A82",,311,,203,,117,,9,,0,,17,,60,
"20210630","S08000031",,"New Outpatient","A82",,905,,833,,685,,38,,0,,34,,76,
"20220630","S08000031",,"New Outpatient","A82",,716,,662,,561,,21,,0,,11,,69,
"20130930","S08000031",,"New Outpatient","A82",,760,,802,,609,,104,,2,,35,,52,
"20140930","S08000031",,"New Outpatient","A82",,754,,744,,565,,109,,6,,21,,43,
