_id,QuarterEnding,HBT,HBTQF,PatientType,Specialty,SpecialtyQF,NumberSeen,NumberSeenQF,WaitedOver12Weeks,WaitedOver12WeeksQF,Median,MedianQF,90thPercentile,90thPercentileQF
8031,20200930,S08000020,"",New Outpatient,AFA,"",175,"",100,"",115,"",189.6,""
8032,20210930,S08000020,"",New Outpatient,AFA,"",385,"",189,"",84,"",138.6,""
8033,20220930,S08000020,"",New Outpatient,AFA,"",301,"",245,"",126,"",192,""
8034,20140331,S08000020,"",New Outpatient,AFA,"",431,"",9,"",46,"",75,""
8035,20150331,S08000020,"",New Outpatient,AFA,"",388,"",12,"",46,"",77,""
8036,20160331,S08000020,"",New Outpatient,AFA,"",292,"",11,"",45.5,"",76,""
8037,20170331,S08000020,"",New Outpatient,AFA,"",278,"",36,"",55,"",97,""
8038,20180331,S08000020,"",New Outpatient,AFA,"",289,"",30,"",49,"",85,""
8039,20190331,S08000020,"",New Outpatient,AFA,"",316,"",38,"",56,"",89.5,""
8040,20200331,S08000020,"",New Outpatient,AFA,"",283,"",46,"",63,"",98.6,""
8041,20210331,S08000020,"",New Outpatient,AFA,"",320,"",184,"",93,"",139.1,""
8042,20220331,S08000020,"",New Outpatient,AFA,"",403,"",221,"",90,"",165,""
8043,20131231,S08000020,"",New Outpatient,AFA,"",254,"",2,"",39,"",69.7,""
8044,20141231,S08000020,"",New Outpatient,AFA,"",238,"",3,"",44,"",74.3,""
8045,20151231,S08000020,"",New Outpatient,AFA,"",284,"",12,"",45,"",74.4,""
8046,20161231,S08000020,"",New Outpatient,AFA,"",212,"",28,"",49,"",93,""
8047,20171231,S08000020,"",New Outpatient,AFA,"",236,"",61,"",59,"",132.5,""
8048,20181231,S08000020,"",New Outpatient,AFA,"",263,"",30,"",49,"",88.8,""
8049,20191231,S08000020,"",New Outpatient,AFA,"",250,"",72,"",62.5,"",118,""
8050,20201231,S08000020,"",New Outpatient,AFA,"",223,"",82,"",63,"",181.4,""
8051,20211231,S08000020,"",New Outpatient,AFA,"",334,"",151,"",75,"",166.7,""
8052,20221231,S08000020,"",New Outpatient,AFA,"",421,"",339,"",149,"",225,""
8053,20130630,S08000020,"",New Outpatient,AG,"",115,"",0,"",49,"",73.6,""
8054,20140630,S08000020,"",New Outpatient,AG,"",87,"",13,"",46,"",113.2,""
8055,20150630,S08000020,"",New Outpatient,AG,"",120,"",5,"",62.5,"",82,""
8056,20160630,S08000020,"",New Outpatient,AG,"",104,"",1,"",48.5,"",74.7,""
8057,20170630,S08000020,"",New Outpatient,AG,"",155,"",74,"",82,"",124,""
8058,20180630,S08000020,"",New Outpatient,AG,"",141,"",44,"",54,"",110,""
8059,20190630,S08000020,"",New Outpatient,AG,"",111,"",4,"",45,"",70,""
8060,20200630,S08000020,"",New Outpatient,AG,"",39,"",0,"",16,"",29.2,""
8061,20210630,S08000020,"",New Outpatient,AG,"",111,"",16,"",42,"",108,""
8062,20220630,S08000020,"",New Outpatient,AG,"",129,"",60,"",73,"",252,""
8063,20130930,S08000020,"",New Outpatient,AG,"",115,"",0,"",44,"",62,""
8064,20140930,S08000020,"",New Outpatient,AG,"",121,"",21,"",54,"",95,""
8065,20150930,S08000020,"",New Outpatient,AG,"",107,"",10,"",59,"",83.4,""
8066,20160930,S08000020,"",New Outpatient,AG,"",112,"",14,"",64.5,"",89,""
8067,20170930,S08000020,"",New Outpatient,AG,"",164,"",64,"",68,"",123,""
8068,20180930,S08000020,"",New Outpatient,AG,"",137,"",57,"",67,"",120.6,""
8069,20190930,S08000020,"",New Outpatient,AG,"",117,"",3,"",39,"",61.4,""
8070,20200930,S08000020,"",New Outpatient,AG,"",77,"",26,"",24,"",185,""
8071,20210930,S08000020,"",New Outpatient,AG,"",121,"",42,"",49,"",119,""
8072,20220930,S08000020,"",New Outpatient,AG,"",119,"",55,"",59,"",258,""
8073,20130331,S08000020,"",New Outpatient,AG,"",87,"",0,"",39,"",53,""
8074,20140331,S08000020,"",New Outpatient,AG,"",168,"",8,"",33,"",71.2000000000001,""
8075,20150331,S08000020,"",New Outpatient,AG,"",117,"",4,"",40,"",61,""
8076,20160331,S08000020,"",New Outpatient,AG,"",107,"",3,"",37,"",55.4,""
8077,20170331,S08000020,"",New Outpatient,AG,"",132,"",67,"",89,"",127.9,""
8078,20180331,S08000020,"",New Outpatient,AG,"",155,"",63,"",54,"",110.6,""
8079,20190331,S08000020,"",New Outpatient,AG,"",148,"",45,"",55.5,"",112.9,""
8080,20200331,S08000020,"",New Outpatient,AG,"",108,"",3,"",20,"",49.3,""
8081,20210331,S08000020,"",New Outpatient,AG,"",150,"",13,"",31,"",77,""
8082,20220331,S08000020,"",New Outpatient,AG,"",131,"",53,"",70,"",248,""
8083,20121231,S08000020,"",New Outpatient,AG,"",104,"",0,"",25,"",60.5,""
8084,20131231,S08000020,"",New Outpatient,AG,"",155,"",1,"",40,"",65.8,""
8085,20141231,S08000020,"",New Outpatient,AG,"",121,"",4,"",39,"",61,""
8086,20151231,S08000020,"",New Outpatient,AG,"",106,"",6,"",48,"",68.5,""
8087,20161231,S08000020,"",New Outpatient,AG,"",150,"",66,"",61,"",110.1,""
8088,20171231,S08000020,"",New Outpatient,AG,"",117,"",23,"",56,"",89,""
8089,20181231,S08000020,"",New Outpatient,AG,"",153,"",61,"",75,"",125.8,""
8090,20191231,S08000020,"",New Outpatient,AG,"",113,"",2,"",22,"",53.8,""
8091,20201231,S08000020,"",New Outpatient,AG,"",143,"",20,"",30,"",130,""
8092,20211231,S08000020,"",New Outpatient,AG,"",115,"",22,"",42,"",143.8,""
8093,20221231,S08000020,"",New Outpatient,AG,"",148,"",65,"",75,"",254.6,""
8094,20130630,S08000020,"",New Outpatient,AH,"",1447,"",1,"",43,"",83,""
8095,20140630,S08000020,"",New Outpatient,AH,"",1419,"",35,"",55,"",83,""
8096,20150630,S08000020,"",New Outpatient,AH,"",1348,"",618,"",78,"",121.3,""
8097,20160630,S08000020,"",New Outpatient,AH,"",1528,"",139,"",52,"",84,""
8098,20170630,S08000020,"",New Outpatient,AH,"",1282,"",750,"",104,"",147.9,""
8099,20180630,S08000020,"",New Outpatient,AH,"",1247,"",839,"",161,"",271.4,""
8100,20190630,S08000020,"",New Outpatient,AH,"",1224,"",707,"",117,"",245,""
8101,20200630,S08000020,"",New Outpatient,AH,"",652,"",272,"",53,"",154.9,""
8102,20210630,S08000020,"",New Outpatient,AH,"",1048,"",372,"",45,"",202,""
8103,20220630,S08000020,"",New Outpatient,AH,"",1056,"",579,"",120.5,"",297,""
8104,20130930,S08000020,"",New Outpatient,AH,"",1328,"",21,"",55,"",83,""
8105,20140930,S08000020,"",New Outpatient,AH,"",1153,"",49,"",63,"",83,""
8106,20150930,S08000020,"",New Outpatient,AH,"",1357,"",721,"",90,"",133,""
8107,20160930,S08000020,"",New Outpatient,AH,"",1161,"",484,"",65,"",121,""
8108,20170930,S08000020,"",New Outpatient,AH,"",925,"",510,"",105,"",185,""
8109,20180930,S08000020,"",New Outpatient,AH,"",1022,"",702,"",148,"",258.9,""
8110,20190930,S08000020,"",New Outpatient,AH,"",1210,"",753,"",122,"",222,""
8111,20200930,S08000020,"",New Outpatient,AH,"",772,"",401,"",102,"",225.9,""
8112,20210930,S08000020,"",New Outpatient,AH,"",941,"",374,"",55,"",192,""
8113,20220930,S08000020,"",New Outpatient,AH,"",1059,"",520,"",82,"",323,""
8114,20130331,S08000020,"",New Outpatient,AH,"",1421,"",3,"",46,"",83,""
8115,20140331,S08000020,"",New Outpatient,AH,"",1348,"",43,"",54,"",83,""
8116,20150331,S08000020,"",New Outpatient,AH,"",1340,"",569,"",78,"",111,""
8117,20160331,S08000020,"",New Outpatient,AH,"",1995,"",740,"",67,"",130.6,""
8118,20170331,S08000020,"",New Outpatient,AH,"",1426,"",762,"",91,"",126,""
8119,20180331,S08000020,"",New Outpatient,AH,"",1313,"",836,"",161,"",230,""
8120,20190331,S08000020,"",New Outpatient,AH,"",1353,"",892,"",129,"",214,""
8121,20200331,S08000020,"",New Outpatient,AH,"",1187,"",619,"",87,"",146,""
8122,20210331,S08000020,"",New Outpatient,AH,"",1002,"",346,"",54,"",152,""
8123,20220331,S08000020,"",New Outpatient,AH,"",963,"",470,"",77,"",271,""
8124,20121231,S08000020,"",New Outpatient,AH,"",1339,"",0,"",53,"",83,""
8125,20131231,S08000020,"",New Outpatient,AH,"",1408,"",22,"",51,"",83,""
8126,20141231,S08000020,"",New Outpatient,AH,"",1447,"",272,"",65,"",100,""
8127,20151231,S08000020,"",New Outpatient,AH,"",1347,"",632,"",77,"",149,""
8128,20161231,S08000020,"",New Outpatient,AH,"",1488,"",753,"",85,"",131,""
8129,20171231,S08000020,"",New Outpatient,AH,"",1152,"",761,"",146,"",229.9,""
8130,20181231,S08000020,"",New Outpatient,AH,"",1238,"",716,"",130.5,"",230,""
8131,20191231,S08000020,"",New Outpatient,AH,"",1356,"",864,"",103,"",180,""
8132,20201231,S08000020,"",New Outpatient,AH,"",1080,"",528,"",77,"",231,""
8133,20211231,S08000020,"",New Outpatient,AH,"",939,"",449,"",72,"",215.6,""
8134,20221231,S08000020,"",New Outpatient,AH,"",943,"",394,"",56,"",340.8,""
8135,20130630,S08000020,"",New Outpatient,AM,"",35,"",0,"",8,"",21.6,""
8136,20140630,S08000020,"",New Outpatient,AM,"",23,"",0,"",3,"",10,""
8137,20150630,S08000020,"",New Outpatient,AM,"",25,"",0,"",4,"",12.6,""
8138,20160630,S08000020,"",New Outpatient,AM,"",19,"",0,"",,:,,:
8139,20170630,S08000020,"",New Outpatient,AM,"",19,"",0,"",,:,,:
8140,20180630,S08000020,"",New Outpatient,AM,"",21,"",0,"",8,"",20,""
8141,20190630,S08000020,"",New Outpatient,AM,"",31,"",0,"",7,"",22,""
8142,20200630,S08000020,"",New Outpatient,AM,"",22,"",0,"",2,"",27.4,""
8143,20210630,S08000020,"",New Outpatient,AM,"",27,"",0,"",7,"",16.6,""
8144,20220630,S08000020,"",New Outpatient,AM,"",32,"",0,"",5.5,"",18.8,""
8145,20130930,S08000020,"",New Outpatient,AM,"",32,"",0,"",7,"",14.9,""
8146,20140930,S08000020,"",New Outpatient,AM,"",30,"",0,"",3.5,"",10.5,""
8147,20150930,S08000020,"",New Outpatient,AM,"",26,"",0,"",5.5,"",13,""
8148,20160930,S08000020,"",New Outpatient,AM,"",19,"",0,"",,:,,:
8149,20170930,S08000020,"",New Outpatient,AM,"",22,"",0,"",6,"",13.9,""
8150,20180930,S08000020,"",New Outpatient,AM,"",21,"",0,"",8,"",27,""
8151,20190930,S08000020,"",New Outpatient,AM,"",31,"",0,"",9,"",20,""
8152,20200930,S08000020,"",New Outpatient,AM,"",32,"",0,"",6.5,"",15,""
8153,20210930,S08000020,"",New Outpatient,AM,"",24,"",0,"",13,"",22.4,""
8154,20220930,S08000020,"",New Outpatient,AM,"",40,"",0,"",7,"",15.6,""
8155,20130331,S08000020,"",New Outpatient,AM,"",34,"",0,"",7,"",13.7,""
8156,20140331,S08000020,"",New Outpatient,AM,"",26,"",0,"",6,"",30,""
8157,20150331,S08000020,"",New Outpatient,AM,"",19,"",0,"",,:,,:
8158,20160331,S08000020,"",New Outpatient,AM,"",24,"",0,"",2.5,"",15.7,""
8159,20170331,S08000020,"",New Outpatient,AM,"",22,"",0,"",4.5,"",14.8,""
8160,20180331,S08000020,"",New Outpatient,AM,"",19,"",0,"",,:,,:
8161,20190331,S08000020,"",New Outpatient,AM,"",38,"",0,"",6,"",19.9,""
8162,20200331,S08000020,"",New Outpatient,AM,"",27,"",0,"",7,"",38.6000000000001,""
8163,20210331,S08000020,"",New Outpatient,AM,"",28,"",0,"",7.5,"",19,""
8164,20220331,S08000020,"",New Outpatient,AM,"",20,"",0,"",7,"",27.3,""
8165,20121231,S08000020,"",New Outpatient,AM,"",31,"",0,"",8,"",21,""
8166,20131231,S08000020,"",New Outpatient,AM,"",36,"",0,"",7,"",16,""
8167,20141231,S08000020,"",New Outpatient,AM,"",16,"",1,"",,:,,:
8168,20151231,S08000020,"",New Outpatient,AM,"",23,"",1,"",6,"",14.8,""
8169,20161231,S08000020,"",New Outpatient,AM,"",15,"",0,"",,:,,:
8170,20171231,S08000020,"",New Outpatient,AM,"",12,"",0,"",,:,,:
8171,20181231,S08000020,"",New Outpatient,AM,"",27,"",0,"",8,"",27.8,""
8172,20191231,S08000020,"",New Outpatient,AM,"",25,"",0,"",13,"",26.6,""
8173,20201231,S08000020,"",New Outpatient,AM,"",32,"",1,"",6,"",16.8,""
8174,20211231,S08000020,"",New Outpatient,AM,"",28,"",0,"",10,"",17.1,""
8175,20221231,S08000020,"",New Outpatient,AM,"",24,"",0,"",7,"",18.2,""
8176,20130630,S08000020,"",New Outpatient,AP,"",64,"",0,"",45,"",70,""
8177,20140630,S08000020,"",New Outpatient,AP,"",57,"",1,"",41,"",76.4,""
8178,20150630,S08000020,"",New Outpatient,AP,"",58,"",5,"",40,"",82.3,""
8179,20160630,S08000020,"",New Outpatient,AP,"",63,"",9,"",34,"",97,""
8180,20170630,S08000020,"",New Outpatient,AP,"",66,"",11,"",40,"",99,""
8181,20180630,S08000020,"",New Outpatient,AP,"",53,"",10,"",58,"",105.4,""
8182,20190630,S08000020,"",New Outpatient,AP,"",79,"",32,"",61,"",251.4,""
8183,20200630,S08000020,"",New Outpatient,AP,"",18,"",10,"",,:,,:
8184,20210630,S08000020,"",New Outpatient,AP,"",42,"",9,"",42.5,"",96.8,""
8185,20220630,S08000020,"",New Outpatient,AP,"",87,"",10,"",29,"",90,""
8186,20130930,S08000020,"",New Outpatient,AP,"",64,"",0,"",40.5,"",71.1,""
8187,20140930,S08000020,"",New Outpatient,AP,"",48,"",5,"",35.5,"",87.5000000000001,""
8188,20150930,S08000020,"",New Outpatient,AP,"",59,"",5,"",29,"",76.6,""
8189,20160930,S08000020,"",New Outpatient,AP,"",60,"",9,"",52.5,"",93.4,""
8190,20170930,S08000020,"",New Outpatient,AP,"",58,"",15,"",52,"",112.8,""
8191,20180930,S08000020,"",New Outpatient,AP,"",55,"",14,"",51,"",146.6,""
8192,20190930,S08000020,"",New Outpatient,AP,"",69,"",19,"",35,"",200.8,""
8193,20200930,S08000020,"",New Outpatient,AP,"",40,"",18,"",53.5,"",221.6,""
8194,20210930,S08000020,"",New Outpatient,AP,"",52,"",7,"",28,"",95.9,""
8195,20220930,S08000020,"",New Outpatient,AP,"",114,"",16,"",30.5,"",90,""
8196,20130331,S08000020,"",New Outpatient,AP,"",68,"",0,"",38.5,"",70.6,""
8197,20140331,S08000020,"",New Outpatient,AP,"",54,"",1,"",42.5,"",81.4,""
8198,20150331,S08000020,"",New Outpatient,AP,"",61,"",19,"",42,"",182,""
8199,20160331,S08000020,"",New Outpatient,AP,"",91,"",24,"",47,"",245,""
8200,20170331,S08000020,"",New Outpatient,AP,"",64,"",13,"",62,"",128.5,""
8201,20180331,S08000020,"",New Outpatient,AP,"",73,"",29,"",73,"",336.4,""
8202,20190331,S08000020,"",New Outpatient,AP,"",81,"",27,"",55,"",353,""
8203,20200331,S08000020,"",New Outpatient,AP,"",50,"",13,"",43,"",206.1,""
8204,20210331,S08000020,"",New Outpatient,AP,"",26,"",3,"",26.5,"",80,""
8205,20220331,S08000020,"",New Outpatient,AP,"",113,"",21,"",35,"",129.4,""
8206,20121231,S08000020,"",New Outpatient,AP,"",89,"",0,"",39,"",76.2,""
8207,20131231,S08000020,"",New Outpatient,AP,"",52,"",0,"",35,"",64.7,""
8208,20141231,S08000020,"",New Outpatient,AP,"",41,"",10,"",57,"",98,""
8209,20151231,S08000020,"",New Outpatient,AP,"",72,"",9,"",36.5,"",105.2,""
8210,20161231,S08000020,"",New Outpatient,AP,"",61,"",15,"",50,"",158,""
8211,20171231,S08000020,"",New Outpatient,AP,"",51,"",12,"",49,"",152,""
8212,20181231,S08000020,"",New Outpatient,AP,"",60,"",7,"",33.5,"",96.3,""
8213,20191231,S08000020,"",New Outpatient,AP,"",53,"",14,"",35,"",187.6,""
8214,20201231,S08000020,"",New Outpatient,AP,"",41,"",8,"",31,"",223,""
8215,20211231,S08000020,"",New Outpatient,AP,"",98,"",27,"",36,"",156.2,""
8216,20221231,S08000020,"",New Outpatient,AP,"",102,"",13,"",35.5,"",100.7,""
8217,20130630,S08000020,"",New Outpatient,AQ,"",863,"",0,"",37,"",64,""
8218,20140630,S08000020,"",New Outpatient,AQ,"",745,"",7,"",47,"",83,""
8219,20150630,S08000020,"",New Outpatient,AQ,"",639,"",233,"",57,"",261,""
8220,20160630,S08000020,"",New Outpatient,AQ,"",671,"",129,"",42,"",96,""
8221,20170630,S08000020,"",New Outpatient,AQ,"",720,"",283,"",54,"",194,""
8222,20180630,S08000020,"",New Outpatient,AQ,"",855,"",224,"",56,"",124,""
8223,20190630,S08000020,"",New Outpatient,AQ,"",719,"",207,"",46,"",202,""
8224,20200630,S08000020,"",New Outpatient,AQ,"",250,"",57,"",13,"",108,""
8225,20210630,S08000020,"",New Outpatient,AQ,"",579,"",226,"",43,"",209,""
8226,20220630,S08000020,"",New Outpatient,AQ,"",767,"",256,"",49,"",403.4,""
8227,20130930,S08000020,"",New Outpatient,AQ,"",869,"",0,"",40,"",73,""
8228,20140930,S08000020,"",New Outpatient,AQ,"",500,"",105,"",54.5,"",102.1,""
8229,20150930,S08000020,"",New Outpatient,AQ,"",704,"",329,"",83,"",295,""
8230,20160930,S08000020,"",New Outpatient,AQ,"",627,"",264,"",60,"",132,""
8231,20170930,S08000020,"",New Outpatient,AQ,"",710,"",282,"",57,"",216.1,""
8232,20180930,S08000020,"",New Outpatient,AQ,"",644,"",151,"",48.5,"",139,""
8233,20190930,S08000020,"",New Outpatient,AQ,"",738,"",237,"",48,"",178,""
8234,20200930,S08000020,"",New Outpatient,AQ,"",542,"",190,"",32,"",245.9,""
8235,20210930,S08000020,"",New Outpatient,AQ,"",515,"",123,"",40,"",229,""
8236,20220930,S08000020,"",New Outpatient,AQ,"",802,"",284,"",43,"",410.8,""
8237,20130331,S08000020,"",New Outpatient,AQ,"",749,"",1,"",32,"",69,""
8238,20140331,S08000020,"",New Outpatient,AQ,"",698,"",5,"",42,"",77,""
8239,20150331,S08000020,"",New Outpatient,AQ,"",610,"",176,"",39,"",190,""
8240,20160331,S08000020,"",New Outpatient,AQ,"",758,"",84,"",43,"",87,""
8241,20170331,S08000020,"",New Outpatient,AQ,"",654,"",249,"",50,"",171.7,""
8242,20180331,S08000020,"",New Outpatient,AQ,"",1056,"",554,"",90.5,"",211.5,""
8243,20190331,S08000020,"",New Outpatient,AQ,"",741,"",227,"",45,"",201,""
8244,20200331,S08000020,"",New Outpatient,AQ,"",739,"",270,"",65,"",161,""
8245,20210331,S08000020,"",New Outpatient,AQ,"",405,"",52,"",25,"",121.6,""
8246,20220331,S08000020,"",New Outpatient,AQ,"",513,"",115,"",42,"",162.8,""
8247,20121231,S08000020,"",New Outpatient,AQ,"",885,"",1,"",27,"",70,""
8248,20131231,S08000020,"",New Outpatient,AQ,"",840,"",3,"",32,"",60,""
8249,20141231,S08000020,"",New Outpatient,AQ,"",665,"",209,"",42,"",141,""
8250,20151231,S08000020,"",New Outpatient,AQ,"",1304,"",651,"",84,"",230,""
8251,20161231,S08000020,"",New Outpatient,AQ,"",627,"",250,"",50,"",149,""
8252,20171231,S08000020,"",New Outpatient,AQ,"",747,"",274,"",49,"",227,""
8253,20181231,S08000020,"",New Outpatient,AQ,"",811,"",264,"",48,"",188,""
8254,20191231,S08000020,"",New Outpatient,AQ,"",721,"",341,"",80,"",172,""
8255,20201231,S08000020,"",New Outpatient,AQ,"",621,"",287,"",63,"",258,""
8256,20211231,S08000020,"",New Outpatient,AQ,"",637,"",195,"",42,"",242.4,""
8257,20221231,S08000020,"",New Outpatient,AQ,"",570,"",115,"",35,"",181.6,""
8258,20130630,S08000020,"",New Outpatient,AR,"",519,"",1,"",55,"",83,""
8259,20140630,S08000020,"",New Outpatient,AR,"",689,"",14,"",67,"",83,""
8260,20150630,S08000020,"",New Outpatient,AR,"",439,"",198,"",69,"",180,""
8261,20160630,S08000020,"",New Outpatient,AR,"",544,"",272,"",84.5,"",105,""
8262,20170630,S08000020,"",New Outpatient,AR,"",547,"",357,"",118,"",141.4,""
8263,20180630,S08000020,"",New Outpatient,AR,"",751,"",414,"",89,"",134,""
8264,20190630,S08000020,"",New Outpatient,AR,"",594,"",132,"",77,"",89,""
8265,20200630,S08000020,"",New Outpatient,AR,"",205,"",7,"",25,"",56.2,""
8266,20210630,S08000020,"",New Outpatient,AR,"",355,"",127,"",69,"",253,""
8267,20220630,S08000020,"",New Outpatient,AR,"",634,"",386,"",234,"",319,""
8268,20130930,S08000020,"",New Outpatient,AR,"",396,"",2,"",51,"",83,""
8269,20140930,S08000020,"",New Outpatient,AR,"",513,"",34,"",56,"",83,""
8270,20150930,S08000020,"",New Outpatient,AR,"",645,"",386,"",138,"",185.6,""
8271,20160930,S08000020,"",New Outpatient,AR,"",477,"",250,"",96,"",139,""
8272,20170930,S08000020,"",New Outpatient,AR,"",602,"",373,"",126,"",151.9,""
8273,20180930,S08000020,"",New Outpatient,AR,"",817,"",96,"",68,"",87,""
8274,20190930,S08000020,"",New Outpatient,AR,"",705,"",279,"",70,"",117,""
8275,20200930,S08000020,"",New Outpatient,AR,"",407,"",127,"",27,"",173,""
8276,20210930,S08000020,"",New Outpatient,AR,"",320,"",144,"",76.5,"",286.1,""
8277,20220930,S08000020,"",New Outpatient,AR,"",686,"",514,"",151.5,"",254,""
8278,20130331,S08000020,"",New Outpatient,AR,"",598,"",2,"",83,"",83,""
8279,20140331,S08000020,"",New Outpatient,AR,"",718,"",21,"",76,"",83,""
8280,20150331,S08000020,"",New Outpatient,AR,"",506,"",254,"",85,"",147,""
8281,20160331,S08000020,"",New Outpatient,AR,"",540,"",143,"",73,"",94,""
8282,20170331,S08000020,"",New Outpatient,AR,"",468,"",268,"",95,"",124,""
8283,20180331,S08000020,"",New Outpatient,AR,"",683,"",455,"",115,"",142,""
8284,20190331,S08000020,"",New Outpatient,AR,"",546,"",24,"",63,"",75,""
8285,20200331,S08000020,"",New Outpatient,AR,"",584,"",11,"",43,"",57,""
8286,20210331,S08000020,"",New Outpatient,AR,"",318,"",67,"",36,"",179.3,""
8287,20220331,S08000020,"",New Outpatient,AR,"",611,"",424,"",163,"",362,""
8288,20121231,S08000020,"",New Outpatient,AR,"",661,"",2,"",61,"",76,""
8289,20131231,S08000020,"",New Outpatient,AR,"",634,"",91,"",83,"",167,""
8290,20141231,S08000020,"",New Outpatient,AR,"",472,"",66,"",83,"",106.9,""
8291,20151231,S08000020,"",New Outpatient,AR,"",796,"",412,"",86,"",149,""
8292,20161231,S08000020,"",New Outpatient,AR,"",698,"",455,"",101,"",145,""
8293,20171231,S08000020,"",New Outpatient,AR,"",674,"",480,"",136,"",163,""
8294,20181231,S08000020,"",New Outpatient,AR,"",636,"",19,"",55,"",67.5,""
8295,20191231,S08000020,"",New Outpatient,AR,"",751,"",80,"",48,"",86,""
8296,20201231,S08000020,"",New Outpatient,AR,"",446,"",196,"",40.5,"",226,""
8297,20211231,S08000020,"",New Outpatient,AR,"",281,"",143,"",86,"",289,""
8298,20221231,S08000020,"",New Outpatient,AR,"",741,"",268,"",67,"",123,""
8299,20160630,S08000020,"",New Outpatient,AW,"",25,"",7,"",33,"",203.4,""
8300,20170630,S08000020,"",New Outpatient,AW,"",108,"",87,"",180,"",208.3,""
8301,20180630,S08000020,"",New Outpatient,AW,"",57,"",51,"",228,"",242.4,""
8302,20190630,S08000020,"",New Outpatient,AW,"",78,"",61,"",209,"",228.3,""
8303,20200630,S08000020,"",New Outpatient,AW,"",39,"",28,"",163,"",263.4,""
8304,20210630,S08000020,"",New Outpatient,AW,"",63,"",6,"",55,"",82,""
8305,20220630,S08000020,"",New Outpatient,AW,"",81,"",56,"",131,"",153,""
8306,20160930,S08000020,"",New Outpatient,AW,"",54,"",35,"",198.5,"",238.7,""
8307,20170930,S08000020,"",New Outpatient,AW,"",85,"",52,"",159,"",199,""
8308,20180930,S08000020,"",New Outpatient,AW,"",61,"",56,"",228,"",237,""
8309,20190930,S08000020,"",New Outpatient,AW,"",94,"",59,"",182.5,"",239,""
8310,20200930,S08000020,"",New Outpatient,AW,"",117,"",94,"",218,"",304.8,""
8311,20210930,S08000020,"",New Outpatient,AW,"",78,"",28,"",78,"",111.3,""
8312,20220930,S08000020,"",New Outpatient,AW,"",64,"",50,"",134,"",169.4,""
8313,20160331,S08000020,"",New Outpatient,AW,"",13,"",5,"",,:,,:
8314,20170331,S08000020,"",New Outpatient,AW,"",85,"",77,"",187,"",219.6,""
